0.000975536	0.000975536	0.883647	1.36833	1.60286	1.74618	1.83996	1.90189	1.9442	1.97414	1.99588	2.01197	2.02406	2.03325	2.04029	2.04572	2.04993	2.0532	2.05575	2.05776	2.05934	2.06061	2.06164	2.0625	2.06323	2.06388	2.06448	2.06505	2.06561	2.06617	2.06675	2.06736	2.068	2.06867	2.06938	2.07012	2.07091	2.07173	2.07259	2.07348	2.07441	2.07537	2.07636	2.07737	2.07841	2.07948	2.08056	2.08167	2.08279	2.08392	2.08507	2.08623	2.0874	2.08859	2.08978	2.09097	2.09218	2.09338	2.0946	2.09582	2.09704	2.09826	2.09949	2.10072	2.10196	2.10319	2.10444	2.10568	2.10693	2.10818	2.10944	2.11071	2.11199	2.11327	2.11456	2.11587	2.1172	2.11854	2.1199	2.12129	2.1227	2.12415	2.12564	2.12718	2.12877	2.13042	2.13214	2.13394	2.13584	2.13785	2.13999	2.14228	2.14474	2.14739	2.15027	2.1534	2.15683	2.16059	2.16475	2.16934	2.17443	2.18009	2.18641	2.19346	2.20135	2.21019	2.22011	2.23126	2.24379	2.25789	2.27378	2.29171	2.31197	2.3349	2.36092	2.39053	2.42438	2.46329	2.50836	2.56107	2.62359	2.69909	2.79259	2.91231	3.07268	3.29832	3.63334	4.21937	5.22212	5.22212	
0.000975536	0.000975536	0.883647	1.36833	1.60286	1.74618	1.83996	1.90189	1.9442	1.97414	1.99588	2.01197	2.02406	2.03325	2.04029	2.04572	2.04993	2.0532	2.05575	2.05776	2.05934	2.06061	2.06164	2.0625	2.06323	2.06388	2.06448	2.06505	2.06561	2.06617	2.06675	2.06736	2.068	2.06867	2.06938	2.07012	2.07091	2.07173	2.07259	2.07348	2.07441	2.07537	2.07636	2.07737	2.07841	2.07948	2.08056	2.08167	2.08279	2.08392	2.08507	2.08623	2.0874	2.08859	2.08978	2.09097	2.09218	2.09338	2.0946	2.09582	2.09704	2.09826	2.09949	2.10072	2.10196	2.10319	2.10444	2.10568	2.10693	2.10818	2.10944	2.11071	2.11199	2.11327	2.11456	2.11587	2.1172	2.11854	2.1199	2.12129	2.1227	2.12415	2.12564	2.12718	2.12877	2.13042	2.13214	2.13394	2.13584	2.13785	2.13999	2.14228	2.14474	2.14739	2.15027	2.1534	2.15683	2.16059	2.16475	2.16934	2.17443	2.18009	2.18641	2.19346	2.20135	2.21019	2.22011	2.23126	2.24379	2.25789	2.27378	2.29171	2.31197	2.3349	2.36092	2.39053	2.42438	2.46329	2.50836	2.56107	2.62359	2.69909	2.79259	2.91231	3.07268	3.29832	3.63334	4.21937	5.22212	5.22212	
0.626935	0.626935	1.04744	1.34001	1.52932	1.66717	1.76647	1.83736	1.88882	1.92686	1.95542	1.97715	1.99388	2.00691	2.01715	2.02526	2.03173	2.03694	2.04116	2.04461	2.04745	2.04982	2.05183	2.05354	2.05504	2.05638	2.05759	2.05871	2.05976	2.06078	2.06176	2.06274	2.06371	2.06468	2.06567	2.06667	2.06769	2.06872	2.06978	2.07085	2.07194	2.07306	2.07419	2.07533	2.07649	2.07767	2.07886	2.08006	2.08127	2.0825	2.08373	2.08496	2.08621	2.08746	2.08871	2.08997	2.09123	2.09249	2.09376	2.09502	2.09629	2.09756	2.09884	2.10011	2.10139	2.10266	2.10394	2.10522	2.10651	2.1078	2.1091	2.1104	2.1117	2.11302	2.11435	2.11569	2.11705	2.11842	2.11982	2.12124	2.1227	2.12418	2.12571	2.12729	2.12892	2.13061	2.13238	2.13424	2.1362	2.13827	2.14048	2.14284	2.14538	2.14812	2.1511	2.15435	2.15791	2.16182	2.16613	2.17091	2.17621	2.18211	2.18869	2.19605	2.20429	2.21352	2.22389	2.23555	2.24867	2.26345	2.28013	2.29896	2.32027	2.34444	2.37192	2.40327	2.4392	2.48064	2.52879	2.58531	2.6525	2.73368	2.83369	2.95976	3.12275	3.33681	3.6151	4.0032	4.53455	4.53455	
1.06776	1.06776	1.23621	1.4021	1.54015	1.65263	1.74029	1.80742	1.8589	1.8986	1.92941	1.95351	1.97253	1.98765	1.99977	2.00956	2.01752	2.02405	2.02943	2.03392	2.03768	2.04088	2.04363	2.04601	2.04811	2.04999	2.05169	2.05325	2.05471	2.0561	2.05742	2.0587	2.05995	2.06119	2.06241	2.06363	2.06485	2.06607	2.06729	2.06852	2.06976	2.07101	2.07226	2.07352	2.07479	2.07607	2.07736	2.07864	2.07994	2.08124	2.08254	2.08385	2.08515	2.08646	2.08777	2.08909	2.0904	2.09171	2.09302	2.09433	2.09565	2.09696	2.09827	2.09958	2.10089	2.10221	2.10352	2.10484	2.10615	2.10747	2.1088	2.11013	2.11147	2.11281	2.11417	2.11554	2.11692	2.11833	2.11975	2.1212	2.12268	2.1242	2.12575	2.12736	2.12902	2.13074	2.13255	2.13444	2.13643	2.13854	2.14079	2.14319	2.14578	2.14857	2.15161	2.15492	2.15855	2.16254	2.16694	2.17182	2.17723	2.18326	2.18999	2.19751	2.20594	2.21539	2.22601	2.23795	2.25139	2.26655	2.28365	2.30297	2.32484	2.34964	2.37784	2.41	2.44684	2.48926	2.53842	2.59583	2.66354	2.74423	2.84151	2.96	3.10548	3.28329	3.49195	3.73067	3.98045	3.98045	
1.33783	1.33783	1.39942	1.49298	1.58687	1.67063	1.7412	1.799	1.84574	1.88333	1.91354	1.93787	1.95754	1.97353	1.98658	1.99731	2.00618	2.01356	2.01975	2.02497	2.02941	2.03323	2.03655	2.03946	2.04204	2.04435	2.04646	2.04839	2.05019	2.05189	2.0535	2.05505	2.05655	2.058	2.05944	2.06085	2.06224	2.06362	2.065	2.06637	2.06774	2.06911	2.07048	2.07185	2.07322	2.07458	2.07595	2.07732	2.07869	2.08006	2.08143	2.08279	2.08416	2.08552	2.08689	2.08825	2.08961	2.09096	2.09232	2.09367	2.09502	2.09637	2.09771	2.09906	2.1004	2.10174	2.10309	2.10443	2.10577	2.10712	2.10847	2.10983	2.11119	2.11256	2.11394	2.11533	2.11673	2.11816	2.1196	2.12107	2.12257	2.1241	2.12568	2.1273	2.12898	2.13072	2.13254	2.13445	2.13646	2.13859	2.14085	2.14328	2.14588	2.1487	2.15175	2.15509	2.15874	2.16275	2.16718	2.17209	2.17754	2.18361	2.19039	2.19797	2.20646	2.21599	2.22669	2.23873	2.25228	2.26756	2.28479	2.30426	2.32627	2.35121	2.37951	2.41173	2.4485	2.49063	2.5391	2.59517	2.66033	2.73644	2.82562	2.93006	3.05157	3.19016	3.33986	3.48739	3.60277	3.60277	
1.51581	1.51581	1.53077	1.58052	1.64102	1.70056	1.75483	1.80219	1.84245	1.8762	1.90428	1.92756	1.94686	1.96289	1.97623	1.98738	1.99675	2.00466	2.01138	2.01712	2.02207	2.02637	2.03014	2.03347	2.03645	2.03913	2.04158	2.04384	2.04594	2.04791	2.04978	2.05157	2.05329	2.05496	2.05658	2.05817	2.05973	2.06127	2.06279	2.0643	2.06579	2.06727	2.06875	2.07022	2.07168	2.07314	2.07459	2.07604	2.07748	2.07892	2.08035	2.08177	2.0832	2.08462	2.08603	2.08744	2.08884	2.09024	2.09164	2.09303	2.09441	2.0958	2.09718	2.09855	2.09993	2.1013	2.10267	2.10404	2.10542	2.10679	2.10816	2.10954	2.11093	2.11232	2.11372	2.11513	2.11655	2.118	2.11946	2.12094	2.12246	2.12401	2.1256	2.12723	2.12892	2.13068	2.13251	2.13442	2.13644	2.13857	2.14084	2.14326	2.14587	2.14868	2.15173	2.15506	2.1587	2.16271	2.16713	2.17202	2.17746	2.18351	2.19027	2.19782	2.20629	2.21579	2.22647	2.23847	2.25198	2.26719	2.28435	2.3037	2.32556	2.35027	2.37824	2.40995	2.44595	2.48691	2.5336	2.5869	2.64781	2.71734	2.79639	2.88536	2.98357	3.08822	3.1923	3.28152	3.33003	3.33003	
1.63727	1.63727	1.63238	1.65676	1.69441	1.73553	1.77596	1.81339	1.84677	1.87587	1.90091	1.92227	1.94043	1.95583	1.9689	1.98001	1.98949	1.99761	2.00459	2.01064	2.01591	2.02053	2.02462	2.02827	2.03154	2.03452	2.03724	2.03976	2.04211	2.04432	2.0464	2.0484	2.05031	2.05216	2.05395	2.0557	2.05741	2.05908	2.06073	2.06236	2.06397	2.06556	2.06714	2.0687	2.07025	2.07179	2.07332	2.07483	2.07634	2.07785	2.07934	2.08082	2.0823	2.08377	2.08523	2.08668	2.08813	2.08957	2.091	2.09243	2.09386	2.09527	2.09669	2.09809	2.0995	2.1009	2.1023	2.10369	2.10509	2.10649	2.10789	2.10929	2.11069	2.1121	2.11352	2.11495	2.11639	2.11785	2.11933	2.12083	2.12236	2.12392	2.12551	2.12716	2.12885	2.13061	2.13244	2.13436	2.13637	2.1385	2.14076	2.14317	2.14576	2.14855	2.15158	2.15487	2.15848	2.16244	2.16681	2.17165	2.17703	2.18301	2.18968	2.19715	2.20551	2.2149	2.22543	2.23728	2.2506	2.2656	2.28248	2.30151	2.32294	2.3471	2.37435	2.40508	2.43975	2.47887	2.52296	2.57258	2.62823	2.69027	2.75867	2.83272	2.91047	2.98812	3.05925	3.1117	3.12648	3.12648	
1.72278	1.72278	1.71027	1.72053	1.74322	1.77097	1.8004	1.82924	1.85615	1.88052	1.90217	1.92116	1.93769	1.95201	1.96439	1.9751	1.98438	1.99243	1.99945	2.0056	2.01102	2.01582	2.0201	2.02394	2.02743	2.03061	2.03354	2.03626	2.03879	2.04118	2.04345	2.04561	2.04768	2.04968	2.05161	2.05349	2.05533	2.05712	2.05889	2.06062	2.06233	2.06401	2.06568	2.06732	2.06895	2.07056	2.07216	2.07374	2.07532	2.07688	2.07842	2.07996	2.08148	2.083	2.08451	2.086	2.08749	2.08897	2.09044	2.0919	2.09336	2.09481	2.09625	2.09768	2.09912	2.10054	2.10197	2.10339	2.10481	2.10623	2.10765	2.10907	2.11049	2.11192	2.11336	2.1148	2.11626	2.11773	2.11922	2.12073	2.12227	2.12384	2.12544	2.12709	2.12879	2.13054	2.13237	2.13428	2.13628	2.13839	2.14063	2.14302	2.14558	2.14833	2.15132	2.15456	2.15811	2.16201	2.1663	2.17105	2.17632	2.18219	2.18873	2.19605	2.20425	2.21344	2.22375	2.23534	2.24836	2.263	2.27946	2.29797	2.31876	2.34213	2.36835	2.39776	2.4307	2.4675	2.5085	2.55395	2.60396	2.65838	2.71662	2.77735	2.83817	2.8953	2.94355	2.97338	2.97153	2.97153	
1.78521	1.78521	1.77049	1.77301	1.7861	1.80441	1.82545	1.84726	1.86853	1.8885	1.90679	1.92327	1.93794	1.95093	1.96236	1.97242	1.98125	1.98903	1.9959	2.00198	2.00739	2.01224	2.0166	2.02055	2.02415	2.02746	2.03052	2.03337	2.03604	2.03857	2.04096	2.04325	2.04544	2.04756	2.04961	2.0516	2.05354	2.05543	2.05729	2.05911	2.0609	2.06267	2.0644	2.06612	2.06782	2.06949	2.07115	2.07279	2.07442	2.07603	2.07762	2.07921	2.08078	2.08233	2.08388	2.08541	2.08694	2.08845	2.08995	2.09144	2.09293	2.09441	2.09588	2.09734	2.0988	2.10025	2.1017	2.10314	2.10458	2.10602	2.10746	2.1089	2.11034	2.11178	2.11324	2.1147	2.11617	2.11765	2.11915	2.12067	2.12221	2.12379	2.12539	2.12704	2.12874	2.13049	2.13231	2.1342	2.13619	2.13828	2.14049	2.14285	2.14536	2.14807	2.151	2.15418	2.15766	2.16146	2.16566	2.17029	2.17544	2.18116	2.18753	2.19466	2.20264	2.21157	2.2216	2.23286	2.24549	2.25968	2.2756	2.29345	2.31345	2.33583	2.36083	2.38869	2.41964	2.45389	2.49158	2.53271	2.57713	2.62436	2.67345	2.72286	2.77015	2.81204	2.84456	2.86048	2.85065	2.85065	
1.83239	1.83239	1.81773	1.81609	1.82308	1.83486	1.84965	1.86589	1.88244	1.89854	1.91373	1.92776	1.94055	1.95208	1.96242	1.97166	1.9799	1.98725	1.99382	1.99971	2.005	2.00978	2.01412	2.01808	2.02172	2.02508	2.02821	2.03114	2.03389	2.0365	2.03899	2.04136	2.04364	2.04585	2.04798	2.05005	2.05207	2.05404	2.05597	2.05786	2.05972	2.06155	2.06335	2.06512	2.06687	2.0686	2.07031	2.072	2.07367	2.07533	2.07696	2.07858	2.08019	2.08178	2.08336	2.08493	2.08648	2.08803	2.08956	2.09108	2.09259	2.09409	2.09559	2.09707	2.09855	2.10003	2.10149	2.10296	2.10442	2.10587	2.10733	2.10879	2.11024	2.1117	2.11317	2.11464	2.11612	2.11762	2.11912	2.12065	2.1222	2.12378	2.12538	2.12703	2.12872	2.13047	2.13227	2.13415	2.13612	2.13819	2.14037	2.14268	2.14516	2.14781	2.15067	2.15378	2.15717	2.16088	2.16496	2.16947	2.17446	2.18001	2.18619	2.1931	2.20082	2.20947	2.21917	2.23004	2.24223	2.25589	2.27118	2.28829	2.3074	2.32868	2.35233	2.37852	2.40737	2.43898	2.47332	2.51025	2.5494	2.59009	2.63125	2.67128	2.70798	2.73864	2.76032	2.76757	2.75405	2.75405	
