0.208429	0.25937	0.368189	0.444936	0.503075	0.551291	0.591104	0.624565	0.653335	0.678399	0.700556	0.720173	0.737926	0.753373	0.767937	0.778922	0.790342	0.79936	0.805573	0.809802	0.811448	0.810029	0.805114	0.796184	0.782302	0.762655	0.734623	0.696324	0.636796	0.553961	0.392816	0.298384	
0.00693869	0.0158894	0.0793488	0.139363	0.197252	0.251497	0.300683	0.345135	0.38537	0.421832	0.45504	0.485224	0.512969	0.537763	0.561087	0.579878	0.598776	0.614096	0.625637	0.634057	0.638487	0.638242	0.63259	0.620613	0.600922	0.572019	0.530758	0.474342	0.394379	0.294507	0.156552	0.087061	
-0.0302844	-0.0479193	-0.0291661	0.00322005	0.0427929	0.0852041	0.127547	0.168563	0.207666	0.244596	0.279334	0.311793	0.342211	0.370018	0.39638	0.418209	0.440203	0.45816	0.472097	0.482426	0.488134	0.488428	0.482398	0.468915	0.446469	0.413361	0.366919	0.305081	0.224587	0.134964	0.0413774	0.00904732	
-0.027236	-0.050501	-0.055634	-0.0453648	-0.0246922	0.00250719	0.0331233	0.0652515	0.0976993	0.129716	0.160859	0.190764	0.219343	0.245967	0.271476	0.292801	0.314558	0.332219	0.345968	0.356011	0.361275	0.360932	0.35401	0.339342	0.315515	0.281032	0.234187	0.174666	0.103968	0.034389	-0.0208142	-0.0244805	
-0.0191588	-0.0401162	-0.053577	-0.0552804	-0.0475236	-0.0326478	-0.0130022	0.00964694	0.0340195	0.0592009	0.0845482	0.109543	0.133882	0.156903	0.179192	0.197711	0.216978	0.232258	0.243871	0.251866	0.255182	0.253019	0.244447	0.228416	0.203812	0.1697	0.125671	0.0734302	0.0177759	-0.0284642	-0.0515139	-0.0358288	
-0.0125771	-0.029452	-0.0441249	-0.0511425	-0.0509558	-0.0445714	-0.0334481	-0.0189104	-0.00204659	0.0162826	0.0354042	0.0547582	0.0739307	0.0922728	0.110187	0.124688	0.14022	0.151912	0.160229	0.165109	0.165564	0.160887	0.150284	0.132967	0.108297	0.0761323	0.0374065	-0.00452649	-0.0432682	-0.0673001	-0.0653234	-0.0375018	
-0.00808337	-0.0212721	-0.0347298	-0.043672	-0.0476172	-0.0467387	-0.0417958	-0.0336551	-0.0231298	-0.0109305	0.00233459	0.0161359	0.0300248	0.0434004	0.0565375	0.0665504	0.0778071	0.085371	0.0898747	0.0911865	0.0884515	0.0811098	0.0685972	0.0504996	0.0267664	-0.00189275	-0.0334171	-0.0634506	-0.0853289	-0.0899445	-0.0697061	-0.0352724	
-0.00521468	-0.0156152	-0.0273834	-0.0368101	-0.0430271	-0.0457541	-0.0452793	-0.0421016	-0.0367761	-0.0298449	-0.0218149	-0.0131503	-0.00428875	0.00424072	0.0126229	0.0181206	0.025023	0.028372	0.0290188	0.0267903	0.0210198	0.0113486	-0.00248823	-0.0204649	-0.0420235	-0.0657023	-0.0886856	-0.106304	-0.112572	-0.101251	-0.0686669	-0.0316672	
-0.00345045	-0.0119292	-0.0222508	-0.0316846	-0.0392566	-0.0444707	-0.0473228	-0.0480476	-0.0469917	-0.0445448	-0.0411076	-0.0370673	-0.0328252	-0.0288253	-0.0249466	-0.0237268	-0.0209714	-0.0216166	-0.0245362	-0.0299243	-0.03821	-0.0495136	-0.0637633	-0.0804892	-0.0985999	-0.116097	-0.129836	-0.135426	-0.128146	-0.104637	-0.0646647	-0.0278343	
-0.00240206	-0.00964706	-0.0189481	-0.0283268	-0.0368327	-0.0438863	-0.049314	-0.0531716	-0.0556502	-0.0570142	-0.0575671	-0.0576193	-0.0575219	-0.0576283	-0.0578605	-0.0605117	-0.0615013	-0.0657032	-0.0716616	-0.0795808	-0.0896172	-0.10164	-0.115243	-0.129572	-0.14315	-0.153711	-0.158177	-0.15286	-0.134586	-0.10256	-0.0591568	-0.0242242	
